company|version|date|rating|count
airbnb|"1.2.3"|2012-02-15|5|2
airbnb|"1.2.3"|2012-02-16|3|1
airbnb|"1.2.3"|2012-02-16|5|2
airbnb|"1.2.3"|2012-02-19|3|1
airbnb|"1.2.3"|2012-02-20|5|1
airbnb|"1.2.3"|2012-02-21|4|1
airbnb|"1.2.3"|2012-02-22|5|1
airbnb|"1.2.3"|2012-02-23|1|2
airbnb|"1.2.3"|2012-02-23|4|1
airbnb|"1.2.3"|2012-02-23|5|2
airbnb|"1.2.3"|2012-02-24|3|1
airbnb|"1.2.3"|2012-02-24|4|1
airbnb|"1.2.3"|2012-02-25|5|1
airbnb|"1.2.3"|2012-02-27|3|1
airbnb|"1.2.3"|2012-02-29|5|1
airbnb|"1.2.3"|2012-03-01|5|1
airbnb|"1.2.3"|2012-03-02|5|1
airbnb|"1.3.0"|2012-03-02|1|1
airbnb|"1.3.0"|2012-03-02|5|1
airbnb|"1.3.0"|2012-03-04|5|1
airbnb|"1.2.3"|2012-03-05|4|1
airbnb|"1.3.0"|2012-03-06|1|1
airbnb|"1.3.0"|2012-03-06|5|3
airbnb|"1.2.3"|2012-03-07|5|1
airbnb|"1.3.0"|2012-03-07|4|1
airbnb|"1.3.0"|2012-03-08|1|1
airbnb|"1.3.0"|2012-03-08|3|1
airbnb|"1.3.0"|2012-03-08|5|2
airbnb|"1.3.0"|2012-03-09|5|2
airbnb|"1.3.0"|2012-03-10|4|1
airbnb|"1.3.0"|2012-03-10|5|3
airbnb|"1.3.0"|2012-03-11|2|1
airbnb|"1.3.0"|2012-03-11|3|1
airbnb|"1.3.0"|2012-03-12|4|1
airbnb|"1.3.0"|2012-03-13|1|1
airbnb|"1.3.0"|2012-03-13|3|1
airbnb|"1.3.0"|2012-03-14|5|3
airbnb|"1.3.0"|2012-03-15|1|1
airbnb|"1.3.0"|2012-03-17|2|1
airbnb|"1.3.0"|2012-03-17|5|3
airbnb|"1.3.0"|2012-03-18|5|3
airbnb|"1.3.0"|2012-03-19|1|1
airbnb|"1.3.0"|2012-03-19|5|1
airbnb|"1.3.0"|2012-03-21|2|2
airbnb|"1.3.0"|2012-03-21|5|2
airbnb|"1.3.0"|2012-03-23|3|1
airbnb|"1.3.0"|2012-03-23|5|1
airbnb|"1.3.0"|2012-03-24|1|2
airbnb|"1.3.0"|2012-03-24|5|2
airbnb|"1.2.3"|2012-03-25|5|1
airbnb|"1.3.0"|2012-03-25|5|3
airbnb|"1.3.0"|2012-03-26|3|1
airbnb|"1.3.0"|2012-03-26|5|3
airbnb|"1.3.0"|2012-03-27|4|1
airbnb|"1.3.0"|2012-03-27|5|2
airbnb|"1.3.0"|2012-03-28|1|1
airbnb|"1.3.0"|2012-03-29|4|1
airbnb|"1.3.0"|2012-03-29|5|1
airbnb|"1.3.0"|2012-03-30|1|1
airbnb|"1.3.0"|2012-03-31|1|2
airbnb|"1.3.0"|2012-03-31|5|1
airbnb|"1.3.0"|2012-04-02|1|1
